speaker,line,season,episode,scene_count,line_count
candace,phineas you are in big trouble mister--! ,season_1,4,27,104
jeremy,candace you got a little...,season_1,4,27,105
photographer,smile! souvenir picture? only a dollar.,season_1,4,27,106
candace,aah! ,season_1,4,28,108
photographer,hey!,season_1,4,28,109
candace,ee-ee-ee-ee... now i gotcha!,season_1,4,28,110
photographer,hey missy. two pictures two bucks.,season_1,4,28,111
candace,oh yeah uh i've only got a dollar but uh i just want the one. you can just tear the other one up 'kay?,season_1,4,28,112
candace,i've got 'em now! heeheehee.,season_1,4,28,113
rick,and on the fast on the inside lane is number 42 team phineas!,season_1,4,28,114
phineas,hey ferb. do you think we can get any more power? i mean i know it's just a battery. but i was thinking: let's open it up and see what this puppy can- oh yeah! now that's what i'm talkin' about!,season_1,4,28,115
isabella,hey ferb. we should bring phineas in for a pit stop. all right fireside girls let's move move move!,season_1,4,29,117
isabella,that helmet looks so manly.,season_1,4,30,119
phineas,thanks.,season_1,4,30,120
isabella,hit it ferb.,season_1,4,30,121
doofenshmirtz,,season_1,4,33,126
man #2,i got it! ,season_1,4,34,128
race car driver,aah! ,season_1,4,34,129
rick,the team phineas car is avoiding every obstacle! it's like he can see the whole darn track at once!,season_1,4,36,132
phineas,oh yeah!,season_1,4,37,135
racers,we're okay! ,season_1,4,37,137
candace,well mom what do you think of this?,season_1,4,38,139
linda,you've...looked better.,season_1,4,38,140
candace,huh? what do you mean--? ,season_1,4,38,141
doofenshmirtz,already they fear me listen to their screams huh? imagine the mayhem once my deflate-inator ray is fully charged. run! run like the wind my little indentured rodent. and i will give you some cheese. heh i know i had some around here somewhere.,season_1,4,40,144
doofenshmirtz,i think there's some- there used to be some roquefort around the back here. i don't...,season_1,4,41,146
doofenshmirtz,hmm? ayyy! ay-ay-ay-ayyy! hmm. i suppose i should've seen that coming.,season_1,4,43,149
candace,,season_1,4,44,151
linda,that's good candace. go watch a little tv.,season_1,4,44,152
dave,and look at this amazing finish.,season_1,4,45,154
candace,mom come quick! come look-look-look-look-look!!,season_1,4,45,155
linda,all right! i'm coming! ,season_1,4,45,156
candace,ee-ee-ee-ee...,season_1,4,45,157
dave,oh no! a blimp is about to hit the broadcasting tower! oh the hu-,season_1,4,45,158
linda,ah-huh...?,season_1,4,46,160
candace,meap.,season_1,4,46,161
linda,deal me back in viv.,season_1,4,46,162
phineas,hmm. looks like we're walking.,season_1,4,48,165
doofenshmirtz,aah!,season_1,4,48,166
candace,,season_1,4,49,168
doofenshmirtz,ahh-ahh-ahh-ahh-ahh! aah!,season_1,4,51,172
candace,mom! mom! mom! mom! mom!,season_1,4,54,176
vivian,oh candace hello. i can't believe you grown so much it's unbelievable--,season_1,4,54,177
candace,mom! mom you've gotta see this! it's about your car!,season_1,4,54,178
linda,,season_1,4,54,179
candace,come on come on come on!,season_1,4,55,181
linda,candace you're wearing out the heels of my shoes.,season_1,4,55,182
candace,see mom?! look look! i told you--,season_1,4,56,184
linda,but...who did this?,season_1,4,56,185
candace,phineas and ferb.,season_1,4,56,186
linda,you mean...they...?,season_1,4,56,187
candace,,season_1,4,56,188
linda,they washed my car!?,season_1,4,56,189
candace,yes!!--no--what?,season_1,4,56,190
linda,it's beautiful!,season_1,4,57,192
phineas,hi mom we're home!,season_1,4,58,195
linda,hey boys! i saw what you did today.,season_1,4,58,196
phineas,yeah how'd you like it?,season_1,4,58,197
linda,i loved it! now who wants some snacks?,season_1,4,58,198
phineas,thanks mom!,season_1,4,59,200
linda,honey close your mouth.,season_1,4,60,202
candace,to think... to dream... whether 'tis nobler to love i know not. ah the princess sensibilities. my favorite play. what is going on out there?!,season_1,5,0,1
phineas,not so little anymore. last week our website got 176000000 hits.,season_1,5,1,4
linda,oh sorry i'm late. they're filming down the street.,season_1,5,1,5
candace,filming? what what are they filming?,season_1,5,1,6
linda,a movie version of the play the princess sensibilities.,season_1,5,1,7
candace,i would be perfect for that part! i've been practicing it for my drama club all summer! i'm gonna get discovered!,season_1,5,1,8
phineas,that's serendipitous. hey where's perry?,season_1,5,1,9
major monogram,there you are agent p. there's something very strange going on with dr. doofenshmirtz. he's been very quiet lately. a little too quiet. i want you to find out what's not going on and...uh...put a...stop..to it. i suppose. good luck agent p.,season_1,5,2,11
candace,there it is! excuse me. uh mr. producer sir?,season_1,5,3,17
producer,i can't talk to you right now. my lead actress just quit!,season_1,5,3,18
candace,well sir this is your lucky day! i will replace her. besides i know her lines by heart. listen. to think to dream whether 'tis nobler to love i know not.,season_1,5,3,19
producer,heh. that's not bad. and you know your lines. mmm i don't know.,season_1,5,3,20
candace,i'll do it for free.,season_1,5,3,21
producer,you're hired.,season_1,5,3,22
candace,really?,season_1,5,3,23
producer,you bet! with the money i save i'll be able to hire the hottest new directors in town. hello?,season_1,5,3,24
candace,wow! i could get used to this!,season_1,5,4,26
man,miss candace flynn here's your contract and your bagel. this is antoine your dialog coach nikki your swimming stand-in and your personal trainers olga and chicago joe.,season_1,5,4,27
olga,charmed i'm sure.,season_1,5,4,28
chicago joe,drop and give me 20!,season_1,5,4,29
producer,candace baby! let me introduce you to the directors of this film.,season_1,5,4,30
phineas,hi candace.,season_1,5,5,32
candace,phineas and ferb? what are you doing here?,season_1,5,5,33
phineas,we're directing the movie. our new agent arranged the whole thing.,season_1,5,5,34
isabella,look. my client gets 3% of the gross and a piece of the back end or he walks. yeah that's right. you mess with the bull you get the horns buddy. hello? syd baby you got that 3rd act in line yet?,season_1,5,5,35
candace,wait wait! don't you think they're a little young to be big-budget movie directors?,season_1,5,5,36
producer,with 176000000 hits they could be in diapers for all i care.,season_1,5,5,37
candace,phineas i don't remember any monsters in the princess sensibilities.,season_1,5,6,39
phineas,we just finished the rewrites this morning.,season_1,5,6,40
candace,the curse of the princess monster? that is not what i signed up for! besides i can't wear this! no one will see my face!,season_1,5,6,41
producer,yes but in the end the curse is lifted! and in your big dramatic scene you will look stunning! this film could make you a star.,season_1,5,6,42
candace,really? a...a...star?,season_1,5,6,43
man,hey! ugly monster! you're needed on the set!,season_1,5,7,45
candace,i'm coming! oof! oof! won't you stay on? oof! darn!,season_1,5,7,46
dr. doofenshmirtz,perry the platypus? why do you keep breaking down my doors? why don't you knock first? it's not even locked! this time you'll pay. that's right fork it over. what? are you kidding me? this isn't just drywall you know! it's solid oak! that's more like it. you can't just go busting into people's houses for no reason you know. besides i've given up evil to pursue the art of cheese making. do you like stinky limburger? it's a doofenshmirtz family recipe.,season_1,5,9,50
it's not ready yet. it still has to age for 58 and 1/2 years. but who's got that kind of time? which is why i created,the age accelerator...inator.,season_1,5,10,52
phineas,okay candace. this is a very important scene. it is nothing less than the emotional backbone of the whole film. oh and the villagers are coming at you with everything they've got.,season_1,5,11,54
candace,uh what do mean the villa-,season_1,5,12,56
phineas,action! the air force!,season_1,5,12,57
candace,ugh! ow! ungh! hey! wait! uh!,season_1,5,12,58
phineas,the space armada from the planet plumbing supplies!,season_1,5,12,59
candace,,season_1,5,13,61
phineas,beautiful! that's a print!,season_1,5,13,62
ginger,,season_1,5,13,63
phineas,oh. that's a little embarrassing. okay people nice rehearsal! let's take it from the top!,season_1,5,13,64
candace,wow! is this banana hat for some cool tropical dance number?,season_1,5,15,67
phineas,we're trying to come up with some exciting camera angles for the big chase scene. so we strapped a camera on to this starving monkey.,season_1,5,15,68
candace,aah! wait! no! ,season_1,5,16,70
phineas,hold on tight.,season_1,5,17,72
candace,aah! wait! no! ,season_1,5,17,73
phineas,okay. in this scene the monster; that's you gets attacked by 800 cubic feet of rats spiders and snakes.,season_1,5,18,75
candace,there is no way i am doing that!,season_1,5,18,76
phineas,relax. they're made out of rubber.,season_1,5,18,77
candace,,season_1,5,18,78
phineas,well the snakes are rubber anyway.,season_1,5,18,79
candace,aah! get em' off me! get em' off me! get em' off me! get em' off me! get 'em off me! get 'em off me! get 'em off me!,season_1,5,18,80
phineas,okay. candace this is your beauty shot. the curse has been lifted and you are no longer a monster. now this scene is what the heart wants but the mind can't have. take one.,season_1,5,19,82
candace,to dream... to be free of the curse.,season_1,5,19,83
phineas,beautiful. keep going. cue the magical girly dust!,season_1,5,19,84
candace,whether 'tis nobler to be loved... achoo! ,season_1,5,19,85
phineas,cue wind machine!,season_1,5,19,86
ferb,,season_1,5,19,87
candace,to be cursed... by love... phineas make it stop!,season_1,5,19,88
phineas,cut the wind machine!,season_1,5,19,89
ferb,,season_1,5,19,90
candace,oof!,season_1,5,19,91
phineas,okay. drop the flower petals!,season_1,5,19,92
candace,,season_1,5,19,93
phineas,wrong prop. what the heck. let's keep it!,season_1,5,19,94
candace,oof!,season_1,5,20,96
phineas,okay people that's a wrap!,season_1,5,20,97
phineas,here's your big dramatic scene candace.,season_1,5,21,99
candace,to think... to dream-,season_1,5,21,100
phineas,cut!,season_1,5,21,101
candace,huh? oh i'm sorry.,season_1,5,21,102
phineas,do it again!,season_1,5,21,103
candace,to think to-to stink to-to-,season_1,5,21,104
phineas,cut!,season_1,5,21,105
candace,this is horrible! i can't let anybody see this!,season_1,5,21,106
phineas,that's what's called a rough cut. ferb's gonna fix it in editing. tighten up the dialogue do a little voice modulation play with the filters and now take a look!,season_1,5,21,107
ashley tisdale,to think to dream to be free of the curse.,season_1,5,22,109
candace,i...i...i look beautiful!,season_1,5,22,110
phineas,that's what they call movie magic.,season_1,5,22,111
candace,you two are the best brothers a great actress could ever have! i love you both!,season_1,5,22,112
producer,we've packed the theater with teenagers. they're our target audience. if they like it we're in business. if they don't... ,season_1,5,23,114
eerie sinister voice,the curse of the princess monster.,season_1,5,24,116
